Price,Adj Close,Close,High,Low,Open,Volume,log_ret,sigma20
Ticker,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC,,
Date,,,,,,,,
2017-06-07,2433.139892578125,2433.139892578125,2435.280029296875,2424.75,2432.030029296875,3576220000,0.0015670287963471807,0.08365383288658455
2017-06-08,2433.7900390625,2433.7900390625,2439.27001953125,2427.93994140625,2434.27001953125,3735980000,0.00026716903566459393,0.08365770088610949
2017-06-09,2431.77001953125,2431.77001953125,2446.199951171875,2415.699951171875,2436.389892578125,4029860000,-0.0008303338661868054,0.08320657817376405
2017-06-12,2429.389892578125,2429.389892578125,2430.3798828125,2419.969970703125,2425.8798828125,4031840000,-0.0009792424797181454,0.08305375224459322
2017-06-13,2440.35009765625,2440.35009765625,2441.489990234375,2431.280029296875,2434.14990234375,3278240000,0.004501358843230108,0.08289988619936883
2017-06-14,2437.919921875,2437.919921875,2443.75,2428.340087890625,2443.75,3558640000,-0.0009963269653177065,0.08297595088073867
2017-06-15,2432.4599609375,2432.4599609375,2433.949951171875,2418.530029296875,2424.139892578125,3371980000,-0.0022421097968399195,0.047243570017474444
2017-06-16,2433.14990234375,2433.14990234375,2433.14990234375,2422.8798828125,2431.239990234375,5299380000,0.000283599150058933,0.04679605382522949
2017-06-19,2453.4599609375,2453.4599609375,2453.820068359375,2441.7900390625,2442.550048828125,3271480000,0.00831258320689443,0.04929768950051706
2017-06-20,2437.030029296875,2437.030029296875,2450.659912109375,2436.60009765625,2450.659912109375,3422700000,-0.00671916044693166,0.054956962268567076
2017-06-21,2435.610107421875,2435.610107421875,2442.22998046875,2430.739990234375,2439.31005859375,3599190000,-0.0005828141932715525,0.05506951269428605
2017-06-22,2434.5,2434.5,2441.6201171875,2433.27001953125,2437.39990234375,3477250000,-0.00045588597243817475,0.05485418889708805
2017-06-23,2438.300048828125,2438.300048828125,2441.39990234375,2431.110107421875,2434.64990234375,5282460000,0.0015596985554084952,0.0532162400353683
2017-06-26,2439.070068359375,2439.070068359375,2450.419921875,2437.030029296875,2443.320068359375,3243660000,0.0003157519397332109,0.05321603412637396
