Price,Adj Close,Close,High,Low,Open,Volume,log_ret,sigma20,TurnUSD
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,,,
Date,,,,,,,,,
2005-02-01,1.1650500297546387,1.3844640254974365,1.3887499570846558,1.3674999475479126,1.375892996788025,678395200,0.008158618133927514,0.42414607979846103,936346818.257777
2005-02-02,1.1966068744659424,1.4219640493392944,1.4269640445709229,1.3873209953308105,1.3919639587402344,1020062400,0.026725916865413146,0.4280087058943251,1440412804.3230057
2005-02-03,1.1692577600479126,1.389464020729065,1.4183930158615112,1.3808929920196533,1.412500023841858,731651200,-0.023120792580647143,0.4439980368996605,1021567994.9775696
2005-02-04,1.1847357749938965,1.4078569412231445,1.4094640016555786,1.3844640254974365,1.3905359506607056,563556000,0.013150620660086848,0.4430393422256104,789313709.8793983
2005-02-07,1.1862387657165527,1.4096430540084839,1.416964054107666,1.3839290142059326,1.4094640016555786,524456800,0.0012678254432282043,0.38529662133848186,736081433.6658161
2005-02-08,1.2156916856765747,1.4446430206298828,1.4532140493392944,1.4069639444351196,1.4119640588760376,890019200,0.024525602952836983,0.38800937769564053,1277124451.7944336
2005-02-09,1.1832330226898193,1.4060709476470947,1.4641070365905762,1.394642949104309,1.4471429586410522,1191456000,-0.02706266176373942,0.31021666237093193,1693782163.318634
2005-02-10,1.1775236129760742,1.3992860317230225,1.4157140254974365,1.3689290285110474,1.4057140350341797,1093019200,-0.004836941477940615,0.3139552874348779,1524371607.380994
2005-02-11,1.220350742340088,1.4501789808273315,1.4600000381469727,1.4096430540084839,1.426071047782898,1201054400,0.03572471095791485,0.2620436093254275,1729447102.6576996
2005-02-14,1.2717430591583252,1.5112500190734863,1.5141069889068604,1.4651789665222168,1.4773210287094116,1271463200,0.04125013584849646,0.2865666901855928,1903183746.6187158
2005-02-15,1.3285448551177979,1.5787500143051147,1.5907139778137207,1.535714030265808,1.5475000143051147,2312217600,0.043695802382981375,0.3098377798521645,3626465144.8303223
2005-02-16,1.3543918132781982,1.6094640493392944,1.6107139587402344,1.5598210096359253,1.574107050895691,1639243200,0.01926825790123826,0.3000802680883103,2611860295.265579
2005-02-17,1.3195290565490723,1.5680359601974487,1.6228569746017456,1.561607003211975,1.618749976158142,1518473600,-0.026077609683660352,0.32867077735500533,2405515229.957199
2005-02-18,1.3045023679733276,1.5501790046691895,1.5689289569854736,1.5401790142059326,1.5667860507965088,1163254400,-0.011453256769764497,0.33597757363321556,1806645358.5108438
2005-02-22,1.2816606760025024,1.523036003112793,1.5767860412597656,1.523036003112793,1.5410710573196411,1219293600,-0.017665000669149333,0.34925077620991934,1878873743.6691284
2005-02-23,1.3258404731750488,1.5755360126495361,1.5794639587402344,1.5276789665222168,1.548570990562439,1345181600,0.033889937561789596,0.3584042370167462,2099684515.328916
2005-02-24,1.3363596200942993,1.5880359411239624,1.5948209762573242,1.5666069984436035,1.5800000429153442,1519028000,0.007902637890111863,0.3575158527933398,2404856224.3758836
2005-02-25,1.3372607231140137,1.5891070365905762,1.6055359840393066,1.5748209953308105,1.6003570556640625,915510400,0.0006740695672240449,0.3587152998346322,1455497969.6792603
2005-02-28,1.3482310771942139,1.6021430492401123,1.6121430397033691,1.5700000524520874,1.5957139730453491,651610400,0.008170134872485413,0.35753214445417825,1039163535.4364077
2005-03-01,1.3374112844467163,1.589285969734192,1.611070990562439,1.5771429538726807,1.6067860126495361,468188000,-0.008057551847399702,0.34605582646485733,745589376.6050339
2005-03-02,1.3259905576705933,1.5757139921188354,1.6032140254974365,1.5742859840393066,1.5803569555282593,458161200,-0.00857609737625542,0.3503533940369559,725912743.6184406
2005-03-03,1.2559641599655151,1.4924999475479126,1.5860710144042969,1.4721430540084839,1.584643006324768,1411653600,-0.05425623824667433,0.3998879437862373,2141343941.0671234
2005-03-04,1.2866202592849731,1.5289289951324463,1.5360709428787231,1.494642972946167,1.5271430015563965,756618800,0.024115293665362497,0.39524059666228084,1149970515.905682
2005-03-07,1.2848165035247803,1.526785969734192,1.5446430444717407,1.5125000476837158,1.5285710096359253,450632000,-0.0014029169078723647,0.3945648659300873,688555040.339152
2005-03-08,1.218096375465393,1.4474999904632568,1.5057140588760376,1.432142972946167,1.4964289665222168,1021451200,-0.05332661718179299,0.4418064370109183,1493142730.9473038
2005-03-09,1.1826322078704834,1.405357003211975,1.4385709762573242,1.3867859840393066,1.4157140254974365,1322465200,-0.029546653324915684,0.4456202531912602,1864990662.6314003
2005-03-10,1.1970583200454712,1.4225000143051147,1.4378570318222046,1.3964289426803589,1.4117859601974487,777109200,0.012124508401111955,0.4377161662609142,1102662518.1111813
2005-03-11,1.2102817296981812,1.4382139444351196,1.4496430158615112,1.4214290380477905,1.4360710382461548,632830800,0.01098601973675542,0.4386707758612134,909016301.9203663
2005-03-14,1.211784839630127,1.440000057220459,1.456786036491394,1.4114290475845337,1.4471429586410522,605385200,0.0012411798618134906,0.42049225246982264,869376561.6522471
2005-03-15,1.2310187816619873,1.4628570079803467,1.4692859649658203,1.4375,1.451429009437561,508608800,0.015747757495524733,0.39731917344035844,740812956.2995275
2005-03-16,1.23763108253479,1.4707139730453491,1.511070966720581,1.4564290046691895,1.4717860221862793,697813200,0.005357030806102114,0.36286143624085715,1032348091.6169643
2005-03-17,1.269789457321167,1.5089290142059326,1.5314290523529053,1.4757139682769775,1.483214020729065,801920000,0.02565196995866867,0.3685458714624405,1207176162.0585122
2005-03-18,1.291128396987915,1.5342860221862793,1.551429033279419,1.5178569555282593,1.5475000143051147,940150400,0.016665457280333,0.36480109553281315,1442683355.8549247
2005-03-21,1.3133678436279297,1.5607140064239502,1.5703569650650024,1.5307140350341797,1.5460710525512695,541128000,0.017078148799897885,0.3679284180096176,840874132.3366165
2005-03-22,1.287221074104309,1.5296430587768555,1.5700000524520874,1.5242860317230225,1.5610710382461548,551415200,-0.020109022557340595,0.36952896217360065,849901604.3822289
2005-03-23,1.2788053750991821,1.519642949104309,1.5499999523162842,1.5007139444351196,1.5160709619522095,609823200,-0.0065593471817330384,0.34901601938309923,929036545.6272125
2005-03-24,1.2773029804229736,1.5178569555282593,1.535714030265808,1.5178569555282593,1.5325000286102295,352704800,-0.001175532990198347,0.3472428843716366,537454859.2528343
2005-03-28,1.2782050371170044,1.5189290046691895,1.5342860221862793,1.516785979270935,1.526785969734192,275410800,0.0007059705743863165,0.34724629814957303,419542544.3660259
2005-03-29,1.254761815071106,1.4910709857940674,1.5296430587768555,1.4821430444717407,1.5199999809265137,461356000,-0.018511013232061446,0.34941309093414974,692473378.390789
2005-03-30,1.2863188982009888,1.5285710096359253,1.5285710096359253,1.4935710430145264,1.502500057220459,394959600,0.024838806118783724,0.3624106990675097,599115936.9318008
2005-03-31,1.252357840538025,1.4882140159606934,1.5185710191726685,1.4853570461273193,1.5160709619522095,636134800,-0.026756524935633824,0.37193383165248123,952535968.1447823
2005-04-01,1.2289153337478638,1.4603569507598877,1.5064289569854736,1.448928952217102,1.5032140016555786,641284000,-0.018896109115667553,0.32787249310851946,943909096.0853894
2005-04-04,1.2349268198013306,1.4674999713897705,1.4753570556640625,1.4342859983444214,1.4639290571212769,580014400,0.004879775251590723,0.3157722793703571,846268661.8635178
2005-04-05,1.2589691877365112,1.4960709810256958,1.5085710287094116,1.4674999713897705,1.4721430540084839,556239600,0.019281568059176024,0.3243007073932056,829194155.5747032
2005-04-06,1.2721941471099854,1.5117859840393066,1.5289289951324463,1.505357027053833,1.5142860412597656,414825600,0.010449803484859854,0.2641713158155235,628609015.8752441
2005-04-07,1.3091601133346558,1.5557140111923218,1.5625,1.5089290142059326,1.5117859840393066,506987600,0.02864271209245406,0.25259567370540104,781968045.7678
2005-04-08,1.3145701885223389,1.5621429681777954,1.587499976158142,1.5549999475479126,1.5607140064239502,649950000,0.0041239626277986274,0.25129847629051205,1019260882.5266361
2005-04-11,1.2598717212677002,1.497143030166626,1.5803569555282593,1.4967859983444214,1.5767860412597656,821662800,-0.04249985210412496,0.29815651077317257,1252840209.882164
2005-04-12,1.2821111679077148,1.5235710144042969,1.5425000190734863,1.5003570318222046,1.5175000429153442,981061200,0.017498161912744475,0.3028972908786943,1493315132.4856281
2005-04-13,1.2334235906600952,1.4657139778137207,1.5353569984436035,1.4424999952316284,1.5339289903640747,1371946800,-0.03871435925487529,0.3309222751460462,2032114324.9690533
2005-04-14,1.1198188066482544,1.3307139873504639,1.4128570556640625,1.3157140016555786,1.386070966720581,2753192400,-0.09662681747981967,0.4695628220466474,3725330911.473131
2005-04-15,1.0624158382415771,1.2625000476837158,1.3303569555282593,1.2599999904632568,1.3078570365905762,1728087200,-0.052621484828577265,0.48307590487753815,2219357618.066883
2005-04-18,1.0705301761627197,1.272143006324768,1.2964290380477905,1.214285969734192,1.25,1327177600,0.00760860988685471,0.4780228328982469,1673508140.1009877
2005-04-19,1.1147098541259766,1.3246430158615112,1.3371429443359375,1.2810709476470947,1.307142972946167,1081642800,0.040440133034853554,0.5006079779512084,1421587595.2667713
2005-04-20,1.0672239065170288,1.2682139873504639,1.3478569984436035,1.2657140493392944,1.3450000286102295,945131600,-0.043533353446575024,0.514009801166405,1222932567.0372167
2005-04-21,1.1174143552780151,1.3278570175170898,1.3289289474487305,1.282142996788025,1.2999999523162842,759592400,0.04595660790892388,0.5485797254964129,997326834.4960371
2005-04-22,1.0669233798980713,1.2678569555282593,1.3214290142059326,1.2464289665222168,1.3157140016555786,839129200,-0.04623824416042063,0.5647313401115622,1072886801.9629638
2005-04-25,1.1114039421081543,1.320713996887207,1.3221429586410522,1.2896430492401123,1.3032139539718628,746460400,0.04084486799656048,0.58993464299642,978485175.5198002
2005-04-26,1.0876610279083252,1.2925000190734863,1.3396430015563965,1.2899999618530273,1.3135709762573242,810507600,-0.021594484173500503,0.5907891220475971,1059642231.8630217
2005-04-27,1.0804487466812134,1.2839289903640747,1.298570990562439,1.2682139873504639,1.2817859649658203,613888800,-0.006653083635372287,0.5792409272871055,787970059.0429306
2005-04-28,1.0681262016296387,1.269286036491394,1.2978570461273193,1.2585710287094116,1.2960710525512695,575106000,-0.011470561146846012,0.5756468915053807,733397046.5698242
2005-04-29,1.083754062652588,1.2878570556640625,1.2939289808273315,1.2578569650650024,1.2910710573196411,671630400,0.014525097927831382,0.5792458304896487,859606988.3308411
2005-05-02,1.0948737859725952,1.301071047782898,1.3089289665222168,1.2864290475845337,1.293213963508606,465920000,0.010208094868465245,0.5808310544154536,605141409.5052084
2005-05-03,1.0882618427276611,1.293213963508606,1.3121429681777954,1.2867859601974487,1.2999999523162842,496739600,-0.0060573089225985505,0.5734936570911089,644460501.0857424
2005-05-04,1.1165136098861694,1.3267860412597656,1.3285709619522095,1.2892860174179077,1.2896430492401123,448176400,0.02562919825041625,0.5817535395720147,589298636.0903423
2005-05-05,1.1023882627487183,1.309999942779541,1.3310710191726685,1.3025000095367432,1.3303569555282593,387366000,-0.012732007778959567,0.5676787769317911,509201770.98059654
2005-05-06,1.119218111038208,1.3300000429153442,1.3332140445709229,1.3139289617538452,1.3174999952316284,326247600,0.015151352144742308,0.5720571261501439,432511124.8904228
2005-05-09,1.1111034154891968,1.3203569650650024,1.337499976158142,1.3125,1.3314290046691895,355695200,-0.007276736792578786,0.5581364840436618,470745635.42658484
2005-05-10,1.094573736190796,1.3007140159606934,1.3303569555282593,1.2975000143051147,1.3125,440263600,-0.014988584113106315,0.5519788575688418,576535601.6870816
2005-05-11,1.0702300071716309,1.2717859745025635,1.2739289999008179,1.1825000047683716,1.2571430206298828,2041981200,-0.022491420114294933,0.5433566290458537,2537648299.009037
2005-05-12,1.025749921798706,1.2189290523529053,1.271070957183838,1.214285969734192,1.2649999856948853,970242000,-0.04244960924472267,0.4562204170584096,1198017945.6999302
2005-05-13,1.0449841022491455,1.241786003112793,1.258213996887207,1.2167860269546509,1.2214289903640747,702713200,0.018577696040346408,0.4269354573552012,870611534.238863
2005-05-16,1.0684260129928589,1.269642949104309,1.274999976158142,1.233214020729065,1.2342859506607056,474294800,0.022184877430859055,0.4334925314679817,597272634.8758856
2005-05-17,1.0627161264419556,1.2628569602966309,1.2664289474487305,1.2335710525512695,1.2549999952316284,588344400,-0.005358535320568264,0.407721109781477,737951940.1971817
2005-05-18,1.0771422386169434,1.2799999713897705,1.3414289951324463,1.2496429681777954,1.2660709619522095,636722800,0.013483444483453191,0.3821410693117998,821599920.4212029
2005-05-19,1.1285346746444702,1.3410710096359253,1.3457139730453491,1.2778569459915161,1.2778569459915161,793161600,0.046608584380546506,0.38312444956607195,1048200578.5243988
2005-05-20,1.1285346746444702,1.3410710096359253,1.344642996788025,1.3282140493392944,1.3303569555282593,452650800,0.0,0.34339773164577825,605635915.1945591
2005-05-23,1.1949548721313477,1.4199999570846558,1.4249999523162842,1.3517860174179077,1.3517860174179077,1042574400,0.05718837764694655,0.36984515047986927,1458487189.8605347
2005-05-24,1.1931511163711548,1.417857050895691,1.4282139539718628,1.3939290046691895,1.4089289903640747,593460000,-0.0015106164566275893,0.3589570305844539,838756801.8865585
2005-05-25,1.1955554485321045,1.420714020729065,1.426785945892334,1.4042860269546509,1.410714030265808,396006800,0.002013083572708435,0.3567707797913714,561245388.533624
2005-05-26,1.2244075536727905,1.4550000429153442,1.4621429443359375,1.426429033279419,1.426429033279419,525520800,0.023846209475625102,0.35707396775906375,760879147.6956367
2005-05-27,1.2189973592758179,1.448570966720581,1.456786036491394,1.4289289712905884,1.451429009437561,316008000,-0.004428413162172462,0.35794595259487577,456556347.410202
2005-05-31,1.1949548721313477,1.4199999570846558,1.4550000429153442,1.4135710000991821,1.4521429538726807,404205200,-0.019920263429533486,0.3683810008587884,577820899.6030966
2005-06-01,1.211184024810791,1.4392859935760498,1.4557139873504639,1.423570990562439,1.4246430397033691,453812800,0.013489993295327324,0.3676141272112496,653274261.5233738
2005-06-02,1.2033694982528687,1.4299999475479126,1.440000057220459,1.4142860174179077,1.4303569793701172,373973600,-0.006472876884083684,0.3620374457427609,534069955.7155609
2005-06-03,1.1492713689804077,1.3657139539718628,1.377856969833374,1.3489290475845337,1.3628569841384888,956869200,-0.04599738779496784,0.39765565711366996,1305329057.8745842
2005-06-06,1.1396547555923462,1.3542859554290771,1.3796429634094238,1.3414289951324463,1.3689290285110474,811966400,-0.008402778812177464,0.39624956378641546,1103017898.0394998
2005-06-07,1.0981800556182861,1.3049999475479126,1.347499966621399,1.301785945892334,1.342857003211975,745264800,-0.037071055844014364,0.4168720461371711,982330020.2138901
2005-06-08,1.1096001863479614,1.3185709714889526,1.3303569555282593,1.3060710430145264,1.3082139492034912,404006400,0.01034544323637486,0.4150533467047253,532614965.2954101
2005-06-09,1.1315397024154663,1.344642996788025,1.3550000190734863,1.315000057220459,1.3214290142059326,390255600,0.019579515819387938,0.41095967119982196,522245647.0904827
2005-06-10,1.0762407779693604,1.2789289951324463,1.3357139825820923,1.2685710191726685,1.3357139825820923,678932800,-0.05010506572591607,0.4222747542641015,878813783.9686077
2005-06-13,1.078945279121399,1.282142996788025,1.3075000047683716,1.2792860269546509,1.2817859649658203,435772400,0.0025097624984695144,0.41815886875654135,561990829.3946425
2005-06-14,1.0819507837295532,1.285714030265808,1.2910710573196411,1.276785969734192,1.2828569412231445,347846800,0.002781722451040289,0.41145805359461307,446817453.6204179
2005-06-15,1.1159113645553589,1.32607102394104,1.332142949104309,1.2964290380477905,1.3167860507965088,563343200,0.030905745360537237,0.4237543208472584,742607082.9089483
2005-06-16,1.141458511352539,1.3564289808273315,1.3600000143051147,1.315000057220459,1.3282140493392944,547674400,0.022635402236556593,0.42792143341177435,735970162.4633152
2005-06-17,1.151375651359558,1.3682140111923218,1.3764289617538452,1.3510710000991821,1.3739290237426758,596125600,0.008650605449198129,0.3981883348368508,813853316.5366809
2005-06-20,1.1303378343582153,1.3432140350341797,1.3603570461273193,1.337499976158142,1.3517860174179077,323716400,-0.018440889548627423,0.40384418330502986,436053658.2732359
2005-06-21,1.1378518342971802,1.3521430492401123,1.363929033279419,1.3350000381469727,1.3471430540084839,370526800,0.006625572394035675,0.3477439650878722,500343596.4799245
